Product ID,Product Name,Category,Color,Size,Fabric,Pattern,Fit Type,Weather Suitability,Occasion,Price,Availability,Brand,Image URL,Model Display URL,User Ratings,Product Description,Keywords for Search
101,T-Shirt 101,T-Shirt,White,L,Polyester,Graphic,Oversized,Moderate,Sportswear,28.92,In Stock,Generic,Dataset\tshirt\101.jpg,,4.2,"T-shirt, fashion, clothing, White, Graphic, Sportswear, Moderate"
1010,T-Shirt 1010,T-Shirt,White,M,Linen,Solid,Regular,Cold,Party,10.85,Out of Stock,Generic,Dataset\tshirt\1010.jpg,,3,"T-shirt, fashion, clothing, White, Solid, Party, Cold"
1011,T-Shirt 1011,T-Shirt,Green,M,Polyester,Graphic,Regular,Hot,Sportswear,10.72,Out of Stock,Generic,Dataset\tshirt\1011.jpg,,4.1,"T-shirt, fashion, clothing, Green, Graphic, Sportswear, Hot"
1012,T-Shirt 1012,T-Shirt,Black,S,Linen,Solid,Loose,Hot,Casual,24.16,Out of Stock,Generic,Dataset\tshirt\1012.jpg,,4.2,"T-shirt, fashion, clothing, Black, Solid, Casual, Hot"
1013,T-Shirt 1013,T-Shirt,Blue,M,Polyester,Graphic,Regular,Cold,Party,18.06,In Stock,Generic,Dataset\tshirt\1013.jpg,,4.1,"T-shirt, fashion, clothing, Blue, Graphic, Party, Cold"
1014,T-Shirt 1014,T-Shirt,White,M,Cotton,Graphic,Loose,Moderate,Party,47.88,In Stock,Generic,Dataset\tshirt\1014.jpg,,3.6,"T-shirt, fashion, clothing, White, Graphic, Party, Moderate"
1015,T-Shirt 1015,T-Shirt,Black,M,Cotton,Striped,Oversized,Rainy,Casual,16.4,Out of Stock,Generic,Dataset\tshirt\1015.jpg,,4.3,"T-shirt, fashion, clothing, Black, Striped, Casual, Rainy"
1016,T-Shirt 1016,T-Shirt,White,L,Wool,Graphic,Loose,Hot,Sportswear,40.08,In Stock,Generic,Dataset\tshirt\1016.jpg,,3.2,"T-shirt, fashion, clothing, White, Graphic, Sportswear, Hot"
1017,T-Shirt 1017,T-Shirt,Grey,XL,Cotton,Graphic,Slim,Cold,Sportswear,28.95,Out of Stock,Generic,Dataset\tshirt\1017.jpg,,4.7,"T-shirt, fashion, clothing, Grey, Graphic, Sportswear, Cold"
1018,T-Shirt 1018,T-Shirt,Green,XL,Wool,Plain,Loose,Hot,Sportswear,48.55,Out of Stock,Generic,Dataset\tshirt\1018.jpg,,3.4,"T-shirt, fashion, clothing, Green, Plain, Sportswear, Hot"
1019,T-Shirt 1019,T-Shirt,Grey,M,Cotton,Plain,Slim,Moderate,Party,13.97,Out of Stock,Generic,Dataset\tshirt\1019.jpg,,3.9,"T-shirt, fashion, clothing, Grey, Plain, Party, Moderate"
102,T-Shirt 102,T-Shirt,Pink,M,Linen,Plain,Slim,Hot,Casual,26.09,In Stock,Generic,Dataset\tshirt\102.jpg,,4.5,"T-shirt, fashion, clothing, Pink, Plain, Casual, Hot"
1020,T-Shirt 1020,T-Shirt,Black,L,Cotton,Graphic,Oversized,Hot,Casual,21.82,In Stock,Generic,Dataset\tshirt\1020.jpg,,3.8,"T-shirt, fashion, clothing, Black, Graphic, Casual, Hot"
1021,T-Shirt 1021,T-Shirt,Blue,M,Linen,Solid,Loose,Rainy,Sportswear,49.24,In Stock,Generic,Dataset\tshirt\1021.jpg,,3.5,"T-shirt, fashion, clothing, Blue, Solid, Sportswear, Rainy"
1022,T-Shirt 1022,T-Shirt,Black,XL,Polyester,Graphic,Oversized,Hot,Casual,45.55,In Stock,Generic,Dataset\tshirt\1022.jpg,,4.7,"T-shirt, fashion, clothing, Black, Graphic, Casual, Hot"
1023,T-Shirt 1023,T-Shirt,Blue,S,Wool,Plain,Regular,Hot,Casual,18.06,Out of Stock,Generic,Dataset\tshirt\1023.jpg,,4.5,"T-shirt, fashion, clothing, Blue, Plain, Casual, Hot"
1024,T-Shirt 1024,T-Shirt,White,S,Polyester,Plain,Slim,Cold,Casual,40.85,In Stock,Generic,Dataset\tshirt\1024.jpg,,3,"T-shirt, fashion, clothing, White, Plain, Casual, Cold"
1025,T-Shirt 1025,T-Shirt,White,M,Wool,Graphic,Loose,Moderate,Formal,39.55,Out of Stock,Generic,Dataset\tshirt\1025.jpg,,3.2,"T-shirt, fashion, clothing, White, Graphic, Formal, Moderate"
1026,T-Shirt 1026,T-Shirt,Red,M,Wool,Striped,Slim,Rainy,Party,44.69,Out of Stock,Generic,Dataset\tshirt\1026.jpg,,4.9,"T-shirt, fashion, clothing, Red, Striped, Party, Rainy"
1027,T-Shirt 1027,T-Shirt,Grey,S,Polyester,Striped,Oversized,Rainy,Formal,41.73,Out of Stock,Generic,Dataset\tshirt\1027.jpg,,4,"T-shirt, fashion, clothing, Grey, Striped, Formal, Rainy"
1028,T-Shirt 1028,T-Shirt,Blue,L,Linen,Striped,Slim,Moderate,Party,48.31,In Stock,Generic,Dataset\tshirt\1028.jpg,,4.3,"T-shirt, fashion, clothing, Blue, Striped, Party, Moderate"
1029,T-Shirt 1029,T-Shirt,Black,L,Cotton,Solid,Regular,Hot,Formal,48.06,In Stock,Generic,Dataset\tshirt\1029.jpg,,4,"T-shirt, fashion, clothing, Black, Solid, Formal, Hot"
103,T-Shirt 103,T-Shirt,Pink,L,Cotton,Graphic,Regular,Hot,Sportswear,20.93,Out of Stock,Generic,Dataset\tshirt\103.jpg,,4.2,"T-shirt, fashion, clothing, Pink, Graphic, Sportswear, Hot"
1030,T-Shirt 1030,T-Shirt,Black,M,Polyester,Graphic,Slim,Cold,Formal,29.62,Out of Stock,Generic,Dataset\tshirt\1030.jpg,,4.5,"T-shirt, fashion, clothing, Black, Graphic, Formal, Cold"
1031,T-Shirt 1031,T-Shirt,Blue,XL,Linen,Plain,Regular,Moderate,Casual,21.98,Out of Stock,Generic,Dataset\tshirt\1031.jpg,,3.3,"T-shirt, fashion, clothing, Blue, Plain, Casual, Moderate"
1032,T-Shirt 1032,T-Shirt,Black,XL,Cotton,Solid,Loose,Rainy,Formal,20.75,In Stock,Generic,Dataset\tshirt\1032.jpg,,4.4,"T-shirt, fashion, clothing, Black, Solid, Formal, Rainy"
1033,T-Shirt 1033,T-Shirt,Green,M,Polyester,Solid,Slim,Moderate,Sportswear,37.57,In Stock,Generic,Dataset\tshirt\1033.jpg,,3.7,"T-shirt, fashion, clothing, Green, Solid, Sportswear, Moderate"
1034,T-Shirt 1034,T-Shirt,Solid,L,Cotton,Solid,Slim,Moderate,Sportswear,43.48,In Stock,Generic,Dataset\tshirt\1034.jpg,,3.1,"T-shirt, fashion, clothing, Solid, Solid, Sportswear, Moderate"
1035,T-Shirt 1035,T-Shirt,White,S,Linen,Graphic,Loose,Moderate,Party,29.32,Out of Stock,Generic,Dataset\tshirt\1035.jpg,,3.1,"T-shirt, fashion, clothing, White, Graphic, Party, Moderate"
1036,T-Shirt 1036,T-Shirt,Grey,S,Wool,Striped,Oversized,Cold,Casual,39.32,In Stock,Generic,Dataset\tshirt\1036.jpg,,3.8,"T-shirt, fashion, clothing, Grey, Striped, Casual, Cold"
1037,T-Shirt 1037,T-Shirt,White,S,Polyester,Solid,Loose,Moderate,Casual,12.75,Out of Stock,Generic,Dataset\tshirt\1037.jpg,,3.1,"T-shirt, fashion, clothing, White, Solid, Casual, Moderate"
1038,T-Shirt 1038,T-Shirt,Black,M,Polyester,Solid,Slim,Rainy,Sportswear,40.27,Out of Stock,Generic,Dataset\tshirt\1038.jpg,,3.6,"T-shirt, fashion, clothing, Black, Solid, Sportswear, Rainy"
1039,T-Shirt 1039,T-Shirt,White,XL,Linen,Solid,Slim,Hot,Party,38.1,In Stock,Generic,Dataset\tshirt\1039.jpg,,3.4,"T-shirt, fashion, clothing, White, Solid, Party, Hot"
104,T-Shirt 104,T-Shirt,Orange,S,Linen,Solid,Regular,Cold,Party,39.72,In Stock,Generic,Dataset\tshirt\104.jpg,,3.7,"T-shirt, fashion, clothing, Orange, Solid, Party, Cold"
1040,T-Shirt 1040,T-Shirt,Blue,S,Polyester,Graphic,Regular,Moderate,Casual,21.69,Out of Stock,Generic,Dataset\tshirt\1040.jpg,,4.6,"T-shirt, fashion, clothing, Blue, Graphic, Casual, Moderate"
1041,T-Shirt 1041,T-Shirt,Black,L,Linen,Graphic,Slim,Cold,Formal,46.31,Out of Stock,Generic,Dataset\tshirt\1041.jpg,,4,"T-shirt, fashion, clothing, Black, Graphic, Formal, Cold"
1042,T-Shirt 1042,T-Shirt,White,XL,Linen,Solid,Oversized,Rainy,Sportswear,31.9,Out of Stock,Generic,Dataset\tshirt\1042.jpg,,3.7,"T-shirt, fashion, clothing, White, Solid, Sportswear, Rainy"
1043,T-Shirt 1043,T-Shirt,Blue,XL,Wool,Solid,Oversized,Hot,Sportswear,26.85,In Stock,Generic,Dataset\tshirt\1043.jpg,,3.7,"T-shirt, fashion, clothing, Blue, Solid, Sportswear, Hot"
1044,T-Shirt 1044,T-Shirt,Grey,S,Linen,Solid,Loose,Rainy,Casual,40.76,Out of Stock,Generic,Dataset\tshirt\1044.jpg,,4.1,"T-shirt, fashion, clothing, Grey, Solid, Casual, Rainy"
1045,T-Shirt 1045,T-Shirt,Black,S,Wool,Graphic,Slim,Moderate,Sportswear,28.71,In Stock,Generic,Dataset\tshirt\1045.jpg,,4.6,"T-shirt, fashion, clothing, Black, Graphic, Sportswear, Moderate"
1046,T-Shirt 1046,T-Shirt,Grey,L,Polyester,Plain,Regular,Moderate,Formal,47.63,Out of Stock,Generic,Dataset\tshirt\1046.jpg,,3.2,"T-shirt, fashion, clothing, Grey, Plain, Formal, Moderate"
1047,T-Shirt 1047,T-Shirt,White,L,Graphic,Checkered,Oversized,Cold,Casual,38.02,Out of Stock,Generic,Dataset\tshirt\1047.jpg,,5,"T-shirt, fashion, clothing, White, Checkered, Casual, Cold"
1048,T-Shirt 1048,T-Shirt,Blue,M,Wool,Graphic,Oversized,Cold,Formal,26.24,In Stock,Generic,Dataset\tshirt\1048.jpg,,4.3,"T-shirt, fashion, clothing, Blue, Graphic, Formal, Cold"
1049,T-Shirt 1049,T-Shirt,Black,L,Linen,Graphic,Regular,Rainy,Formal,14.33,Out of Stock,Generic,Dataset\tshirt\1049.jpg,,3,"T-shirt, fashion, clothing, Black, Graphic, Formal, Rainy"
105,T-Shirt 105,T-Shirt,White,XL,Cotton,Plain,Loose,Cold,Formal,33.79,Out of Stock,Generic,Dataset\tshirt\105.jpg,,4.7,"T-shirt, fashion, clothing, White, Plain, Formal, Cold"
1050,T-Shirt 1050,T-Shirt,White,L,Cotton,Graphic,Regular,Rainy,Casual,17.07,Out of Stock,Generic,Dataset\tshirt\1050.jpg,,4.5,"T-shirt, fashion, clothing, White, Graphic, Casual, Rainy"
1051,T-Shirt 1051,T-Shirt,Green,L,Wool,Plain,Slim,Hot,Casual,29.83,Out of Stock,Generic,Dataset\tshirt\1051.jpg,,4,"T-shirt, fashion, clothing, Green, Plain, Casual, Hot"
1052,T-Shirt 1052,T-Shirt,White,XL,Polyester,Solid,Oversized,Hot,Party,36.19,Out of Stock,Generic,Dataset\tshirt\1052.jpg,,3.6,"T-shirt, fashion, clothing, White, Solid, Party, Hot"
1053,T-Shirt 1053,T-Shirt,Black,XL,Linen,Plain,Slim,Moderate,Casual,46.65,In Stock,Generic,Dataset\tshirt\1053.jpg,,3.2,"T-shirt, fashion, clothing, Black, Plain, Casual, Moderate"
1054,T-Shirt 1054,T-Shirt,Blue,XL,Polyester,Solid,Loose,Rainy,Sportswear,17.69,Out of Stock,Generic,Dataset\tshirt\1054.jpg,,4.4,"T-shirt, fashion, clothing, Blue, Solid, Sportswear, Rainy"
1055,T-Shirt 1055,T-Shirt,Grey,S,Linen,Striped,Oversized,Hot,Sportswear,23.98,In Stock,Generic,Dataset\tshirt\1055.jpg,,4.1,"T-shirt, fashion, clothing, Grey, Striped, Sportswear, Hot"
1056,T-Shirt 1056,T-Shirt,Blue,L,Wool,Solid,Regular,Hot,Formal,45.1,Out of Stock,Generic,Dataset\tshirt\1056.jpg,,4.9,"T-shirt, fashion, clothing, Blue, Solid, Formal, Hot"
1057,T-Shirt 1057,T-Shirt,Blue,M,Cotton,Striped,Regular,Rainy,Party,11.18,In Stock,Generic,Dataset\tshirt\1057.jpg,,5,"T-shirt, fashion, clothing, Blue, Striped, Party, Rainy"
1058,T-Shirt 1058,T-Shirt,Pink,XL,Wool,Solid,Oversized,Moderate,Formal,26.63,In Stock,Generic,Dataset\tshirt\1058.jpg,,3.6,"T-shirt, fashion, clothing, Pink, Solid, Formal, Moderate"
1059,T-Shirt 1059,T-Shirt,White,XL,Cotton,Solid,Oversized,Moderate,Party,31.28,Out of Stock,Generic,Dataset\tshirt\1059.jpg,,3.7,"T-shirt, fashion, clothing, White, Solid, Party, Moderate"
106,T-Shirt 106,T-Shirt,Grey,S,Polyester,Graphic,Regular,Hot,Formal,14.45,Out of Stock,Generic,Dataset\tshirt\106.jpg,,3.9,"T-shirt, fashion, clothing, Grey, Graphic, Formal, Hot"
1060,T-Shirt 1060,T-Shirt,Grey,S,Polyester,Plain,Slim,Moderate,Sportswear,45.74,Out of Stock,Generic,Dataset\tshirt\1060.jpg,,4.7,"T-shirt, fashion, clothing, Grey, Plain, Sportswear, Moderate"
1061,T-Shirt 1061,T-Shirt,Blue,M,Wool,Plain,Slim,Moderate,Casual,46.57,Out of Stock,Generic,Dataset\tshirt\1061.jpg,,3.4,"T-shirt, fashion, clothing, Blue, Plain, Casual, Moderate"
1062,T-Shirt 1062,T-Shirt,Blue,M,Polyester,Solid,Slim,Cold,Party,10.2,Out of Stock,Generic,Dataset\tshirt\1062.jpg,,4.7,"T-shirt, fashion, clothing, Blue, Solid, Party, Cold"
1063,T-Shirt 1063,T-Shirt,Blue,XL,Cotton,Solid,Slim,Rainy,Party,31.74,In Stock,Generic,Dataset\tshirt\1063.jpg,,3.4,"T-shirt, fashion, clothing, Blue, Solid, Party, Rainy"
1064,T-Shirt 1064,T-Shirt,Blue,XL,Wool,Solid,Loose,Rainy,Formal,34.25,Out of Stock,Generic,Dataset\tshirt\1064.jpg,,4.4,"T-shirt, fashion, clothing, Blue, Solid, Formal, Rainy"
1065,T-Shirt 1065,T-Shirt,White,S,Cotton,Solid,Oversized,Moderate,Party,31.6,In Stock,Generic,Dataset\tshirt\1065.jpg,,4.9,"T-shirt, fashion, clothing, White, Solid, Party, Moderate"
1066,T-Shirt 1066,T-Shirt,Green,L,Polyester,Solid,Loose,Moderate,Sportswear,33.22,Out of Stock,Generic,Dataset\tshirt\1066.jpg,,3.1,"T-shirt, fashion, clothing, Green, Solid, Sportswear, Moderate"
1067,T-Shirt 1067,T-Shirt,Beige,XL,Linen,Plain,Slim,Cold,Sportswear,10.73,Out of Stock,Generic,Dataset\tshirt\1067.jpg,,3.5,"T-shirt, fashion, clothing, Beige, Plain, Sportswear, Cold"
1068,T-Shirt 1068,T-Shirt,Black,L,Wool,Graphic,Regular,Cold,Formal,46.44,In Stock,Generic,Dataset\tshirt\1068.jpg,,3.6,"T-shirt, fashion, clothing, Black, Graphic, Formal, Cold"
1069,T-Shirt 1069,T-Shirt,White,XL,Cotton,Graphic,Slim,Rainy,Sportswear,13.98,Out of Stock,Generic,Dataset\tshirt\1069.jpg,,3.1,"T-shirt, fashion, clothing, White, Graphic, Sportswear, Rainy"
107,T-Shirt 107,T-Shirt,Pink,S,Polyester,Plain,Regular,Hot,Casual,37.14,Out of Stock,Generic,Dataset\tshirt\107.jpg,,3.4,"T-shirt, fashion, clothing, Pink, Plain, Casual, Hot"
1070,T-Shirt 1070,T-Shirt,Black,XL,Polyester,Graphic,Loose,Hot,Casual,19.18,In Stock,Generic,Dataset\tshirt\1070.jpg,,4.4,"T-shirt, fashion, clothing, Black, Graphic, Casual, Hot"
1071,T-Shirt 1071,T-Shirt,Blue,XL,Wool,Graphic,Loose,Cold,Party,28.81,In Stock,Generic,Dataset\tshirt\1071.jpg,,4.3,"T-shirt, fashion, clothing, Blue, Graphic, Party, Cold"
1072,T-Shirt 1072,T-Shirt,Beige,L,Linen,Plain,Oversized,Rainy,Formal,36.99,In Stock,Generic,Dataset\tshirt\1072.jpg,,4.4,"T-shirt, fashion, clothing, Beige, Plain, Formal, Rainy"
1073,T-Shirt 1073,T-Shirt,Blue,S,Linen,Plain,Slim,Rainy,Sportswear,12.03,In Stock,Generic,Dataset\tshirt\1073.jpg,,3.2,"T-shirt, fashion, clothing, Blue, Plain, Sportswear, Rainy"
1074,T-Shirt 1074,T-Shirt,Green,M,Cotton,Plain,Oversized,Rainy,Casual,48.25,Out of Stock,Generic,Dataset\tshirt\1074.jpg,,4.1,"T-shirt, fashion, clothing, Green, Plain, Casual, Rainy"
1075,T-Shirt 1075,T-Shirt,White,XL,Wool,Graphic,Slim,Rainy,Sportswear,33.24,In Stock,Generic,Dataset\tshirt\1075.jpg,,4.7,"T-shirt, fashion, clothing, White, Graphic, Sportswear, Rainy"
1076,T-Shirt 1076,T-Shirt,Grey,L,Cotton,Plain,Slim,Moderate,Casual,25.75,In Stock,Generic,Dataset\tshirt\1076.jpg,,4.6,"T-shirt, fashion, clothing, Grey, Plain, Casual, Moderate"
1077,T-Shirt 1077,T-Shirt,Grey,XL,Polyester,Plain,Loose,Hot,Formal,13.61,Out of Stock,Generic,Dataset\tshirt\1077.jpg,,3.6,"T-shirt, fashion, clothing, Grey, Plain, Formal, Hot"
1078,T-Shirt 1078,T-Shirt,Green,L,Linen,Graphic,Regular,Moderate,Party,45.56,In Stock,Generic,Dataset\tshirt\1078.jpg,,4.1,"T-shirt, fashion, clothing, Green, Graphic, Party, Moderate"
1079,T-Shirt 1079,T-Shirt,Black,L,Linen,Graphic,Oversized,Hot,Sportswear,24.51,In Stock,Generic,Dataset\tshirt\1079.jpg,,4.5,"T-shirt, fashion, clothing, Black, Graphic, Sportswear, Hot"
108,T-Shirt 108,T-Shirt,White,S,Cotton,Graphic,Slim,Rainy,Casual,48.47,In Stock,Generic,Dataset\tshirt\108.jpg,,3.9,"T-shirt, fashion, clothing, White, Graphic, Casual, Rainy"
1080,T-Shirt 1080,T-Shirt,Pink,S,Cotton,Graphic,Loose,Cold,Casual,40.64,In Stock,Generic,Dataset\tshirt\1080.jpg,,4.5,"T-shirt, fashion, clothing, Pink, Graphic, Casual, Cold"
1081,T-Shirt 1081,T-Shirt,Black,S,Polyester,Graphic,Loose,Cold,Casual,16.37,Out of Stock,Generic,Dataset\tshirt\1081.jpg,,4,"T-shirt, fashion, clothing, Black, Graphic, Casual, Cold"
1082,T-Shirt 1082,T-Shirt,White,S,Wool,Checkered,Slim,Hot,Formal,39.61,Out of Stock,Generic,Dataset\tshirt\1082.jpg,,3.7,"T-shirt, fashion, clothing, White, Checkered, Formal, Hot"
1083,T-Shirt 1083,T-Shirt,Green,L,Polyester,Graphic,Slim,Rainy,Party,18.29,In Stock,Generic,Dataset\tshirt\1083.jpg,,4,"T-shirt, fashion, clothing, Green, Graphic, Party, Rainy"
1084,T-Shirt 1084,T-Shirt,Blue,L,Wool,Solid,Loose,Hot,Sportswear,48.85,Out of Stock,Generic,Dataset\tshirt\1084.jpg,,3,"T-shirt, fashion, clothing, Blue, Solid, Sportswear, Hot"
1085,T-Shirt 1085,T-Shirt,White,L,Cotton,Solid,Slim,Rainy,Party,40.02,In Stock,Generic,Dataset\tshirt\1085.jpg,,3.9,"T-shirt, fashion, clothing, White, Solid, Party, Rainy"
1086,T-Shirt 1086,T-Shirt,Blue,M,Wool,Solid,Oversized,Moderate,Sportswear,13.26,In Stock,Generic,Dataset\tshirt\1086.jpg,,4.1,"T-shirt, fashion, clothing, Blue, Solid, Sportswear, Moderate"
1087,T-Shirt 1087,T-Shirt,Pink,S,Polyester,Solid,Slim,Moderate,Party,49.58,Out of Stock,Generic,Dataset\tshirt\1087.jpg,,3.8,"T-shirt, fashion, clothing, Pink, Solid, Party, Moderate"
1088,T-Shirt 1088,T-Shirt,White,M,Linen,Graphic,Regular,Hot,Casual,30.13,In Stock,Generic,Dataset\tshirt\1088.jpg,,3,"T-shirt, fashion, clothing, White, Graphic, Casual, Hot"
1089,T-Shirt 1089,T-Shirt,White,XL,Linen,Graphic,Loose,Moderate,Formal,16.83,In Stock,Generic,Dataset\tshirt\1089.jpg,,3.3,"T-shirt, fashion, clothing, White, Graphic, Formal, Moderate"
109,T-Shirt 109,T-Shirt,Green,XL,Wool,Graphic,Regular,Moderate,Casual,25.17,In Stock,Generic,Dataset\tshirt\109.jpg,,3.1,"T-shirt, fashion, clothing, Green, Graphic, Casual, Moderate"
1090,T-Shirt 1090,T-Shirt,Blue,XL,Polyester,Solid,Regular,Rainy,Casual,35.92,Out of Stock,Generic,Dataset\tshirt\1090.jpg,,3.3,"T-shirt, fashion, clothing, Blue, Solid, Casual, Rainy"
1091,T-Shirt 1091,T-Shirt,Pink,S,Linen,Solid,Regular,Moderate,Sportswear,44.39,Out of Stock,Generic,Dataset\tshirt\1091.jpg,,4.6,"T-shirt, fashion, clothing, Pink, Solid, Sportswear, Moderate"
1092,T-Shirt 1092,T-Shirt,Green,XL,Linen,Solid,Regular,Rainy,Casual,17.32,In Stock,Generic,Dataset\tshirt\1092.jpg,,3.1,"T-shirt, fashion, clothing, Green, Solid, Casual, Rainy"
1093,T-Shirt 1093,T-Shirt,Grey,XL,Polyester,Graphic,Regular,Cold,Casual,27.45,Out of Stock,Generic,Dataset\tshirt\1093.jpg,,3.5,"T-shirt, fashion, clothing, Grey, Graphic, Casual, Cold"
1094,T-Shirt 1094,T-Shirt,White,L,Polyester,Solid,Loose,Moderate,Party,11.8,In Stock,Generic,Dataset\tshirt\1094.jpg,,3.2,"T-shirt, fashion, clothing, White, Solid, Party, Moderate"
1095,T-Shirt 1095,T-Shirt,Blue,M,Wool,Solid,Loose,Hot,Formal,19.06,In Stock,Generic,Dataset\tshirt\1095.jpg,,3.2,"T-shirt, fashion, clothing, Blue, Solid, Formal, Hot"
1096,T-Shirt 1096,T-Shirt,Wblue,M,Wool,Solid,Oversized,Cold,Sportswear,48.26,Out of Stock,Generic,Dataset\tshirt\1096.jpg,,4.4,"T-shirt, fashion, clothing, Wblue, Solid, Sportswear, Cold"
1097,T-Shirt 1097,T-Shirt,Grey,S,Wool,Solid,Oversized,Cold,Casual,22.84,In Stock,Generic,Dataset\tshirt\1097.jpg,,4.8,"T-shirt, fashion, clothing, Grey, Solid, Casual, Cold"
1098,T-Shirt 1098,T-Shirt,Blue,S,Wool,Solid,Loose,Rainy,Formal,37.57,Out of Stock,Generic,Dataset\tshirt\1098.jpg,,3.2,"T-shirt, fashion, clothing, Blue, Solid, Formal, Rainy"
1099,T-Shirt 1099,T-Shirt,Pink,XL,Cotton,Solid,Regular,Moderate,Casual,42.46,In Stock,Generic,Dataset\tshirt\1099.jpg,,4.1,"T-shirt, fashion, clothing, Pink, Solid, Casual, Moderate"
11,T-Shirt 11,T-Shirt,Black,L,Cotton,Graphic,Oversized,Cold,Sportswear,30.24,Out of Stock,Generic,Dataset\tshirt\11.jpg,,4.1,"T-shirt, fashion, clothing, Black, Graphic, Sportswear, Cold"
1100,T-Shirt 1100,T-Shirt,White,L,Polyester,Graphic,Loose,Cold,Casual,46.05,In Stock,Generic,Dataset\tshirt\1100.jpg,,4.6,"T-shirt, fashion, clothing, White, Graphic, Casual, Cold"
1101,T-Shirt 1101,T-Shirt,Black,L,Polyester,Plain,Slim,Cold,Party,49.42,Out of Stock,Generic,Dataset\tshirt\1101.jpg,,4.6,"T-shirt, fashion, clothing, Black, Plain, Party, Cold"
1102,T-Shirt 1102,T-Shirt,White,S,Cotton,Solid,Regular,Moderate,Sportswear,23.52,Out of Stock,Generic,Dataset\tshirt\1102.jpg,,4.9,"T-shirt, fashion, clothing, White, Solid, Sportswear, Moderate"
1103,T-Shirt 1103,T-Shirt,Grey,XL,Polyester,Solid,Oversized,Rainy,Sportswear,31.67,Out of Stock,Generic,Dataset\tshirt\1103.jpg,,3.8,"T-shirt, fashion, clothing, Grey, Solid, Sportswear, Rainy"
1104,T-Shirt 1104,T-Shirt,White,L,Wool,Solid,Loose,Moderate,Formal,24.63,Out of Stock,Generic,Dataset\tshirt\1104.jpg,,4.2,"T-shirt, fashion, clothing, White, Solid, Formal, Moderate"
1105,T-Shirt 1105,T-Shirt,Blue,XL,Linen,Tie Dye,Oversized,Hot,Casual,28.67,In Stock,Generic,Dataset\tshirt\1105.jpg,,4.6,"T-shirt, fashion, clothing, Blue, Tie Dye, Casual, Hot"
